product_id,name,category,subcategory,price,brand,rating,review_count,stock_quantity,is_featured,creation_date
prod_00040,L'art d'évoluer naturellement,home,decor,46.82,Michaud SA,4.4,58,579,False,2025-05-05
prod_00041,Le confort de louer à l'état pur,home,kitchen,69.69,Raynaud Poulain S.A.S.,4.3,42,394,False,2025-01-19
prod_00042,L'avantage de changer avant-tout,books,fiction,43.83,Le Gall Descamps et Fils,4.0,38,7,False,2025-03-19
prod_00043,L'assurance de rouler à l'état pur,toys,action_figures,87.4,Raynaud S.A.S.,3.4,38,752,False,2025-01-10
prod_00044,L'assurance de changer plus rapidement,fashion,clothing,32.33,Barthelemy,3.7,47,301,False,2025-02-04
prod_00045,Le droit d'évoluer plus facilement,home,decor,47.48,Allard,4.9,55,151,False,2025-06-11
prod_00046,La possibilité d'innover plus facilement,fashion,clothing,79.86,Menard,4.0,56,657,True,2025-07-09
prod_00047,L'assurance d'innover en toute tranquilité,beauty,makeup,35.19,Didier SARL,4.0,48,268,False,2025-08-20
prod_00048,Le droit de changer naturellement,home,decor,27.9,Devaux Laurent SARL,4.0,45,262,True,2025-03-14
prod_00049,Le plaisir d'avancer naturellement,electronics,laptop,161.04,Hubert,5.0,48,141,False,2024-12-20
prod_00050,L'avantage d'innover en toute tranquilité,books,business,33.53,Renault,4.3,35,38,False,2025-06-23
prod_00051,L'assurance de louer avant-tout,sports,yoga,69.14,Nicolas Moreau SA,4.4,43,784,False,2025-09-14
prod_00052,La possibilité de rouler en toute tranquilité,sports,fitness,356.29,Merle,4.6,45,701,False,2025-01-29
prod_00053,Le droit d'atteindre vos buts à l'état pur,books,science,58.46,Guyot S.A.,3.3,41,592,False,2025-01-24
prod_00054,Le pouvoir d'avancer sans soucis,books,science,57.51,Aubert,4.1,40,767,False,2025-05-12
prod_00055,L'avantage d'innover avant-tout,beauty,fragrance,129.51,Maillot,4.9,37,55,False,2024-10-30
prod_00056,L'art d'évoluer plus facilement,sports,yoga,31.0,Jourdan et Fils,5.0,28,925,False,2025-03-19
prod_00057,Le droit d'innover à l'état pur,books,cookbooks,47.22,Leduc Paris SARL,4.0,41,708,False,2025-03-28
prod_00058,L'art de changer sans soucis,beauty,fragrance,93.92,Lopes,4.5,45,707,False,2025-06-09
prod_00059,La liberté de concrétiser vos projets naturellement,toys,board_games,28.38,Courtois Humbert SA,2.5,45,911,False,2025-04-06
prod_00060,L'avantage d'avancer plus facilement,home,furniture,49.17,Jean S.A.,3.7,43,759,False,2024-10-22
prod_00061,Le pouvoir d'évoluer à la pointe,sports,team_sports,53.49,Chauveau,3.1,44,754,False,2025-07-03
prod_00062,L'assurance de changer avant-tout,beauty,makeup,129.82,Ollivier,4.1,46,586,False,2025-02-23
prod_00063,La possibilité d'avancer avant-tout,fashion,accessories,123.24,Dupuy,3.0,40,38,False,2025-02-21
prod_00064,La possibilité d'avancer de manière efficace,home,decor,51.99,Hamel,4.2,36,367,False,2025-01-17
prod_00065,Le droit d'avancer à sa source,fashion,watches,51.19,Petitjean Bourgeois SARL,3.8,48,817,False,2025-08-06
prod_00066,L'avantage d'atteindre vos buts à sa source,home,appliances,23.0,Royer Brunet et Fils,3.6,37,138,False,2025-05-05
prod_00067,L'art d'atteindre vos buts plus rapidement,toys,dolls,104.99,Toussaint,2.5,53,262,False,2025-03-16
prod_00068,Le droit de changer avant-tout,beauty,makeup,84.7,Michaud et Fils,4.8,41,625,False,2025-05-09
prod_00069,L'avantage de concrétiser vos projets de manière efficace,fashion,accessories,80.77,Renault,4.0,54,1,False,2024-11-17
prod_00070,L'assurance de changer plus facilement,home,kitchen,33.29,Caron,3.8,45,794,False,2024-11-14
prod_00071,Le droit de rouler naturellement,home,kitchen,25.26,Hamon,3.3,40,106,False,2025-05-30
prod_00072,Le pouvoir d'évoluer à sa source,books,fiction,92.6,Perrier SARL,4.1,45,746,False,2025-05-30
prod_00073,Le pouvoir de concrétiser vos projets sans soucis,beauty,haircare,237.64,Bertrand Laporte SA,4.3,57,235,False,2025-09-11
prod_00074,Le confort d'avancer naturellement,electronics,laptop,37.17,Merle Andre S.A.R.L.,3.3,43,964,False,2024-10-20
prod_00075,La possibilité de changer naturellement,electronics,headphones,58.92,Pons S.A.S.,3.9,30,501,False,2025-02-09
prod_00076,Le confort de concrétiser vos projets autrement,fashion,shoes,92.86,Camus S.A.,4.1,52,216,False,2025-01-10
prod_00077,La liberté de rouler à la pointe,books,science,60.04,Collet Boyer S.A.R.L.,4.4,54,449,False,2025-05-22
prod_00078,Le pouvoir de rouler plus rapidement,toys,dolls,21.04,Gay S.A.S.,4.3,40,650,False,2025-03-28
prod_00079,L'art d'avancer de manière sûre,home,kitchen,79.4,Hoareau S.A.S.,4.3,31,874,False,2024-12-06
prod_00080,L'avantage d'innover de manière efficace,sports,fitness,26.4,Cohen Dupuis SA,4.5,46,589,False,2024-12-13
prod_00081,Le plaisir d'innover à l'état pur,books,business,34.09,Michel et Fils,4.7,46,827,False,2025-04-04
prod_00082,Le pouvoir de changer naturellement,books,business,30.79,Menard,4.7,43,296,False,2024-10-17
prod_00083,La liberté d'avancer sans soucis,fashion,watches,48.75,Lambert,4.6,45,269,False,2025-06-11
prod_00084,Le pouvoir d'atteindre vos buts à l'état pur,sports,fitness,32.06,Briand Courtois S.A.,4.4,52,642,False,2025-09-19
prod_00085,Le confort d'évoluer en toute tranquilité,books,business,34.32,Delannoy S.A.R.L.,4.4,50,914,False,2025-01-08
prod_00086,L'assurance de rouler naturellement,electronics,smartphone,33.89,Poulain,3.2,42,399,False,2024-10-24
prod_00087,Le plaisir de changer naturellement,sports,team_sports,54.92,Dufour Renard et Fils,4.7,45,156,False,2024-11-07
prod_00088,L'assurance d'avancer à l'état pur,home,appliances,28.95,Fabre,5.0,42,367,False,2025-05-17
prod_00089,L'assurance de louer de manière sûre,beauty,skincare,59.51,Delorme Becker S.A.S.,4.7,48,225,False,2025-07-28
prod_00090,Le droit d'atteindre vos buts de manière sûre,electronics,smartphone,56.35,Garnier,5.0,45,43,False,2025-09-29
prod_00091,Le droit d'évoluer à l'état pur,home,decor,21.13,Perrin et Fils,5.0,52,42,False,2025-04-22
prod_00092,Le confort de concrétiser vos projets de manière sûre,toys,educational,89.87,Renault,4.5,39,279,False,2025-09-24
prod_00093,La possibilité d'évoluer autrement,beauty,makeup,23.11,Normand et Fils,4.0,48,358,False,2025-01-07
prod_00094,Le confort d'innover à l'état pur,sports,outdoor,131.57,Joly Roux S.A.R.L.,3.9,53,42,False,2025-06-12
prod_00095,La possibilité d'avancer de manière efficace,sports,fitness,90.92,Sauvage,4.0,50,537,False,2025-01-20
prod_00096,Le confort de changer en toute tranquilité,toys,educational,127.09,Berthelot,4.6,40,922,False,2025-10-05
prod_00097,Le confort d'innover autrement,books,fiction,15.64,Leclercq,4.6,54,585,False,2025-01-20
prod_00098,Le confort d'avancer de manière sûre,beauty,makeup,48.41,Charrier,4.2,45,141,True,2025-01-18
prod_00099,Le confort de rouler naturellement,toys,dolls,39.35,Lemonnier,3.7,43,838,True,2025-02-13
prod_00100,Le plaisir d'innover à la pointe,books,business,128.33,Jacob,4.4,49,309,False,2025-07-09
prod_00101,La possibilité de concrétiser vos projets à l'état pur,electronics,laptop,53.8,Antoine,3.9,42,434,False,2025-05-30
prod_00102,L'avantage d'évoluer plus facilement,toys,board_games,63.58,Baudry,3.8,35,203,False,2025-02-23
prod_00103,Le pouvoir de changer naturellement,fashion,shoes,35.67,Briand,4.0,47,255,False,2025-06-08
prod_00104,Le pouvoir de louer à sa source,books,cookbooks,156.79,Pasquier S.A.S.,4.4,39,488,False,2025-06-25
prod_00105,L'assurance de louer sans soucis,sports,fitness,16.18,Joseph SA,3.1,45,183,False,2025-01-03
prod_00106,Le plaisir d'avancer en toute tranquilité,electronics,laptop,82.57,Hoareau SARL,3.8,51,580,False,2025-08-19
prod_00107,Le pouvoir de changer plus rapidement,sports,outdoor,110.6,Lacroix,4.7,46,549,True,2025-01-22
prod_00108,L'avantage d'évoluer avant-tout,beauty,fragrance,64.88,Da Costa S.A.,4.3,44,29,True,2025-06-22
prod_00109,Le confort d'atteindre vos buts autrement,beauty,fragrance,60.51,Gérard SA,3.9,44,498,False,2025-05-24
prod_00110,La possibilité de rouler de manière sûre,toys,educational,77.21,Charrier Weiss S.A.,4.4,32,712,False,2025-07-02
prod_00111,L'art d'atteindre vos buts de manière efficace,home,decor,28.21,Lagarde Bailly et Fils,4.0,44,829,False,2025-06-19
prod_00112,La liberté de louer à l'état pur,home,decor,46.93,Sanchez Brun S.A.S.,3.9,49,222,False,2024-12-06
prod_00113,L'avantage de concrétiser vos projets à sa source,sports,yoga,102.55,Laurent,4.4,44,783,False,2025-05-23
prod_00114,L'avantage d'évoluer autrement,fashion,shoes,18.27,Fournier S.A.R.L.,4.1,39,554,False,2025-07-30
prod_00115,Le plaisir de changer à la pointe,books,cookbooks,61.5,Garnier,4.1,44,44,False,2025-02-01
prod_00116,Le confort de changer plus rapidement,sports,fitness,22.87,Neveu Lecomte et Fils,3.8,54,579,False,2025-07-02
prod_00117,La liberté d'évoluer avant-tout,home,kitchen,89.09,Verdier Simon S.A.S.,4.0,49,755,False,2025-08-13
prod_00118,L'avantage d'évoluer en toute tranquilité,fashion,watches,17.63,Gay,4.4,60,561,False,2024-11-25
prod_00119,L'avantage d'atteindre vos buts plus facilement,fashion,accessories,110.17,Bonnet S.A.R.L.,4.4,46,346,False,2025-03-04
prod_00120,Le confort de concrétiser vos projets naturellement,beauty,haircare,38.56,Giraud,4.8,39,529,False,2024-11-24
prod_00121,Le droit d'évoluer sans soucis,sports,outdoor,105.81,Meyer S.A.S.,3.4,48,725,True,2025-01-14
prod_00122,L'art d'avancer de manière sûre,sports,outdoor,242.35,Gilles,4.8,43,257,False,2025-04-16
prod_00123,L'avantage d'atteindre vos buts à l'état pur,sports,fitness,192.35,Barbe et Fils,4.0,50,320,False,2024-12-31
prod_00124,L'assurance d'évoluer à la pointe,electronics,tablet,63.88,Barbier SA,3.4,41,843,False,2024-11-21
prod_00125,Le droit de rouler plus facilement,fashion,accessories,77.84,Michel,4.3,46,691,False,2025-08-28
prod_00126,Le confort de louer à l'état pur,toys,action_figures,116.51,Roussel SARL,3.7,52,16,False,2025-09-13
prod_00127,L'avantage de louer à sa source,fashion,watches,23.42,Michel Blin S.A.R.L.,4.3,49,239,False,2025-05-27
prod_00128,L'assurance de changer avant-tout,beauty,skincare,78.13,Blanc SA,4.4,47,646,False,2024-12-05
prod_00129,La possibilité d'évoluer avant-tout,electronics,headphones,25.73,Valentin,4.0,57,609,False,2025-06-03
prod_00130,L'assurance de concrétiser vos projets naturellement,electronics,smartphone,32.8,Marty SA,4.6,50,705,False,2025-09-13
prod_00131,L'art d'évoluer à sa source,toys,educational,223.48,Chauvet Munoz S.A.S.,4.1,42,177,True,2025-03-09
prod_00132,La liberté d'avancer à la pointe,electronics,headphones,47.33,Tessier S.A.S.,3.9,52,738,False,2025-06-14
prod_00133,L'art de louer autrement,fashion,accessories,133.3,Hamon,3.8,40,792,False,2025-01-23
prod_00134,Le confort de concrétiser vos projets plus rapidement,toys,board_games,101.79,Lelièvre Texier SARL,3.6,39,73,False,2024-12-17
prod_00135,Le pouvoir de concrétiser vos projets à l'état pur,fashion,clothing,29.95,Toussaint,3.1,38,648,True,2024-12-30
prod_00136,L'assurance d'évoluer plus rapidement,fashion,watches,72.48,Texier,4.0,53,919,False,2025-04-06
prod_00137,Le confort de concrétiser vos projets à sa source,home,furniture,37.59,Regnier S.A.R.L.,4.0,51,775,True,2025-10-01
prod_00138,Le pouvoir d'innover en toute tranquilité,home,kitchen,42.21,Étienne Bruneau S.A.R.L.,4.2,43,969,False,2025-08-16
prod_00139,La liberté de rouler plus rapidement,electronics,smartphone,22.89,Roy,4.5,50,272,False,2024-10-24
prod_00140,Le pouvoir de rouler en toute tranquilité,beauty,skincare,27.71,Bertin,3.8,48,837,False,2025-01-22
prod_00141,La liberté de concrétiser vos projets de manière sûre,home,appliances,248.67,Torres,4.1,44,349,False,2025-02-02
prod_00142,La possibilité de rouler à la pointe,toys,board_games,37.91,Nicolas Imbert SARL,4.4,44,929,False,2025-08-14
prod_00143,L'avantage de changer à la pointe,home,furniture,124.9,Benoit,4.7,34,83,False,2025-08-07
prod_00144,Le plaisir d'innover plus rapidement,fashion,shoes,5.79,Rousset Grondin S.A.,4.4,42,640,False,2025-10-07
prod_00145,L'art de concrétiser vos projets autrement,electronics,laptop,13.52,Fouquet,3.7,51,985,False,2025-08-26
prod_00146,L'art d'innover à sa source,home,kitchen,214.56,Rodrigues,4.7,32,335,False,2025-06-07
prod_00147,La liberté de rouler plus facilement,fashion,watches,150.36,Dufour Lebon SARL,4.6,36,981,False,2025-08-17
prod_00148,Le confort d'atteindre vos buts à la pointe,home,decor,25.44,Ledoux Lenoir SA,4.5,44,529,False,2025-08-22
prod_00149,La possibilité d'atteindre vos buts autrement,sports,outdoor,82.78,Blanchet Royer SARL,4.7,45,300,False,2024-12-21
prod_00150,L'avantage de rouler avant-tout,beauty,haircare,38.55,Rodrigues Arnaud et Fils,4.0,42,941,False,2025-01-27
prod_00151,Le droit de rouler plus rapidement,electronics,headphones,11.15,Jacquot,4.9,51,359,False,2025-04-05
prod_00152,L'avantage d'atteindre vos buts de manière sûre,fashion,clothing,31.2,Gonzalez et Fils,4.0,53,817,False,2025-08-30
prod_00153,La liberté de louer à sa source,toys,action_figures,52.08,Lemonnier Leblanc SA,5.0,53,260,False,2025-06-19
prod_00154,Le confort de changer autrement,home,furniture,30.68,Fernandez SARL,4.4,52,673,False,2024-11-02
prod_00155,L'avantage de louer à la pointe,sports,fitness,30.58,Bonnin S.A.S.,5.0,52,401,False,2025-09-14
prod_00156,L'art de louer à la pointe,books,cookbooks,33.85,Lemaître Lecoq et Fils,4.1,47,843,False,2024-11-15
prod_00157,Le pouvoir d'innover plus rapidement,beauty,skincare,93.6,Boulay et Fils,3.9,43,492,False,2024-11-22
prod_00158,L'assurance d'atteindre vos buts de manière sûre,beauty,haircare,174.84,Devaux Legendre S.A.,3.4,45,530,False,2025-08-19
prod_00159,L'assurance d'innover plus rapidement,electronics,laptop,26.29,Hamel,4.6,38,946,False,2024-11-02
prod_00160,L'assurance d'avancer sans soucis,sports,fitness,52.35,Da Costa S.A.S.,3.2,51,809,False,2025-07-27
prod_00161,L'assurance de louer sans soucis,sports,yoga,17.51,Leclercq,5.0,44,356,False,2025-02-18
prod_00162,Le pouvoir d'évoluer plus facilement,toys,board_games,158.64,Delmas,4.1,41,114,True,2025-02-09
prod_00163,L'assurance de rouler à la pointe,fashion,shoes,391.84,Cousin,4.1,40,669,False,2025-04-19
prod_00164,Le confort de changer avant-tout,toys,dolls,6.95,Maillard Jean et Fils,3.9,52,99,False,2025-02-07
prod_00165,La liberté d'évoluer autrement,toys,board_games,91.61,Hamel,3.9,44,852,False,2025-06-10
prod_00166,La possibilité d'évoluer plus rapidement,fashion,watches,56.79,Marty,4.1,48,369,False,2024-10-11
prod_00167,Le droit de rouler plus rapidement,fashion,accessories,37.21,Lefort,4.7,42,223,False,2024-11-14
prod_00168,Le pouvoir de louer à l'état pur,sports,fitness,199.07,Marchand Chauveau S.A.,3.8,46,529,False,2024-10-10
prod_00169,L'avantage d'évoluer en toute tranquilité,beauty,fragrance,22.15,Muller Brunel SARL,4.0,56,539,False,2025-04-26
prod_00170,L'art d'évoluer à sa source,toys,educational,142.15,Payet et Fils,4.6,44,307,False,2024-12-21
prod_00171,La possibilité d'atteindre vos buts à la pointe,books,business,106.6,Guillet,3.8,46,249,False,2024-11-03
prod_00172,Le plaisir d'avancer autrement,sports,team_sports,136.58,Gomez,4.8,47,483,False,2025-07-16
prod_00173,Le droit d'atteindre vos buts en toute tranquilité,toys,dolls,104.36,Devaux S.A.S.,4.6,45,210,False,2025-07-31
prod_00174,Le confort de concrétiser vos projets de manière efficace,electronics,laptop,16.01,Voisin S.A.S.,4.2,46,86,False,2025-05-20
prod_00175,Le plaisir de changer naturellement,home,kitchen,63.94,Dos Santos,3.1,40,246,False,2025-06-01
prod_00176,La possibilité de rouler de manière efficace,beauty,fragrance,35.35,Colas SARL,4.3,49,835,False,2025-05-19
prod_00177,L'art de rouler de manière efficace,electronics,smartphone,195.12,Mercier,3.9,47,467,True,2025-04-01
prod_00178,L'avantage d'évoluer naturellement,books,science,42.24,Lemonnier S.A.R.L.,4.5,44,676,False,2025-02-01
prod_00179,Le droit de louer sans soucis,toys,dolls,73.49,Jean,3.8,42,918,False,2025-09-28
prod_00180,L'avantage de louer sans soucis,fashion,watches,43.19,Payet,4.0,40,270,True,2024-12-17
prod_00181,Le pouvoir de rouler naturellement,fashion,shoes,48.88,Robin,4.0,45,799,False,2025-01-21
prod_00182,Le plaisir d'innover à la pointe,sports,team_sports,51.91,Meunier,4.5,51,338,False,2025-07-27
prod_00183,Le droit d'atteindre vos buts avant-tout,books,fiction,23.2,Leduc,3.4,47,35,False,2025-01-28
prod_00184,La liberté d'atteindre vos buts de manière sûre,home,kitchen,66.19,Adam Nguyen S.A.S.,4.0,49,715,True,2024-12-04
prod_00185,Le confort de changer en toute tranquilité,books,science,11.43,Weber SA,4.0,49,701,True,2025-05-28
prod_00186,L'avantage de rouler en toute tranquilité,sports,outdoor,66.45,Mathieu,4.2,41,970,False,2024-10-13
prod_00187,Le plaisir de changer autrement,fashion,shoes,148.56,Joseph,4.9,39,964,False,2024-12-28
prod_00188,Le pouvoir d'innover naturellement,sports,fitness,40.37,Guillou,4.8,42,434,True,2025-01-09
prod_00189,L'art de concrétiser vos projets de manière efficace,books,fiction,41.48,Boucher,4.8,44,341,False,2024-11-15
prod_00190,L'avantage d'atteindre vos buts plus facilement,home,decor,25.41,Bertin,3.1,40,863,False,2025-08-22
prod_00191,Le plaisir d'innover de manière efficace,fashion,shoes,40.8,Clerc S.A.,5.0,42,390,False,2025-04-08
prod_00192,Le confort d'atteindre vos buts plus facilement,sports,team_sports,21.61,Verdier,3.3,52,394,False,2025-07-21
prod_00193,Le confort de rouler plus facilement,fashion,clothing,109.88,Olivier S.A.,4.3,42,848,False,2025-01-18
prod_00194,La possibilité de rouler plus facilement,toys,dolls,235.2,Peron,3.6,39,493,False,2025-05-19
prod_00195,Le confort d'atteindre vos buts naturellement,sports,fitness,70.13,Gaillard SA,4.2,48,914,False,2025-08-11
prod_00196,Le confort de concrétiser vos projets avant-tout,sports,fitness,11.33,Chevallier et Fils,4.8,41,943,False,2025-04-18
prod_00197,L'art d'atteindre vos buts plus facilement,books,science,147.56,Marty S.A.R.L.,5.0,37,420,False,2025-05-18
prod_00198,L'assurance d'évoluer en toute tranquilité,sports,outdoor,196.9,Mahe,4.4,51,785,False,2025-01-05
prod_00199,Le pouvoir d'innover sans soucis,beauty,skincare,170.06,Marion Vallet SA,4.5,51,894,False,2024-12-22
prod_00200,Le droit de concrétiser vos projets naturellement,books,fiction,101.03,Da Costa,3.9,41,175,False,2025-02-27
prod_00201,L'avantage d'avancer à la pointe,books,science,34.5,Duval S.A.S.,3.4,35,155,False,2025-04-30
prod_00202,La possibilité d'évoluer plus facilement,books,business,69.18,Reynaud,4.3,40,777,False,2024-12-07
prod_00203,L'art de changer de manière efficace,electronics,headphones,64.78,Antoine,4.8,44,639,False,2025-08-22
prod_00204,Le plaisir d'atteindre vos buts autrement,home,kitchen,51.33,Valette,4.2,43,252,False,2025-09-27
prod_00205,Le droit d'avancer plus rapidement,beauty,skincare,19.26,Lebon,3.6,46,506,False,2025-04-09
prod_00206,Le confort de changer plus facilement,beauty,makeup,25.82,Dupuis,3.7,47,846,False,2025-01-23
prod_00207,Le confort d'innover autrement,sports,team_sports,131.77,Labbé Carpentier SA,3.5,54,12,True,2025-05-09
prod_00208,L'assurance d'atteindre vos buts plus rapidement,sports,team_sports,23.24,Sauvage,3.7,47,957,True,2025-09-13
prod_00209,L'avantage de louer à la pointe,fashion,accessories,91.99,Guérin Launay S.A.,4.4,48,569,False,2025-09-16
prod_00210,La possibilité de rouler à la pointe,fashion,shoes,223.72,Mendès,3.9,47,231,False,2025-08-07
prod_00211,Le droit de louer avant-tout,fashion,accessories,27.74,Poirier,3.7,52,565,False,2024-10-26
prod_00212,Le confort de changer plus rapidement,sports,outdoor,65.2,Toussaint,3.5,36,659,False,2025-07-08
prod_00213,L'avantage de rouler naturellement,electronics,tablet,53.87,Wagner,4.4,52,868,False,2025-05-14
prod_00214,L'avantage d'avancer de manière efficace,fashion,accessories,24.76,Labbé,5.0,42,833,False,2024-11-30
prod_00215,Le pouvoir de rouler à la pointe,toys,educational,113.97,Laurent Hubert SARL,4.9,37,717,True,2025-10-07
prod_00216,Le pouvoir d'évoluer à sa source,home,furniture,29.95,Lévy Guichard et Fils,4.5,46,826,False,2025-08-12
prod_00217,Le plaisir d'atteindre vos buts à l'état pur,home,decor,233.05,Gosselin Leblanc SA,4.2,51,282,False,2025-04-13
prod_00218,La possibilité d'évoluer plus rapidement,books,fiction,67.05,Besnard SARL,4.1,43,703,False,2024-11-26
prod_00219,Le plaisir d'innover de manière efficace,home,appliances,48.24,Menard Rocher SARL,4.2,42,234,False,2025-05-11
prod_00220,L'art d'atteindre vos buts sans soucis,toys,board_games,34.81,Grondin Hardy SA,5.0,39,153,False,2025-05-08
prod_00221,L'avantage de concrétiser vos projets de manière efficace,sports,fitness,63.79,Vincent Mary S.A.R.L.,4.1,49,705,False,2025-09-07
prod_00222,L'avantage d'évoluer autrement,electronics,laptop,196.54,Blin,4.6,40,227,False,2025-04-24
prod_00223,L'art de changer sans soucis,books,science,15.8,De Sousa,4.7,48,409,False,2025-07-24
prod_00224,Le droit d'évoluer en toute tranquilité,sports,fitness,21.62,Perrot,4.3,44,709,True,2025-08-31
prod_00225,L'art d'avancer à sa source,toys,educational,46.46,Royer et Fils,5.0,41,229,True,2025-06-27
prod_00226,La liberté d'atteindre vos buts à sa source,electronics,smartphone,14.01,Pierre Menard et Fils,3.8,57,377,False,2025-08-17
prod_00227,Le droit d'innover sans soucis,home,decor,29.11,Bouchet SARL,4.6,44,796,False,2025-09-06
prod_00228,La liberté d'atteindre vos buts à l'état pur,electronics,smartphone,18.0,Laporte Perez et Fils,4.1,44,245,False,2025-06-08
prod_00229,L'avantage de louer à l'état pur,toys,action_figures,94.96,Durand,4.1,35,388,False,2024-12-02
prod_00230,Le plaisir de rouler à la pointe,home,furniture,151.81,Muller SA,4.2,55,834,False,2025-07-16
prod_00231,Le pouvoir d'évoluer autrement,fashion,clothing,26.22,Chartier Payet SA,3.7,45,909,False,2025-06-06
prod_00232,Le plaisir d'avancer de manière efficace,sports,yoga,87.84,Boulanger,4.1,54,283,False,2024-12-28
prod_00233,L'assurance de changer à la pointe,electronics,tablet,50.32,Rodriguez,4.2,36,79,False,2024-10-16
prod_00234,L'avantage d'évoluer en toute tranquilité,home,kitchen,42.67,Deschamps,4.3,52,809,False,2025-03-15
prod_00235,Le pouvoir d'innover de manière efficace,beauty,skincare,25.97,Ollivier,4.8,52,219,False,2025-04-18
